x;y
41,2407393603801;186,238962839344
87,7695267935314;20152,5922140436
71,665172161868;2373,37820675514
68,4679823606244;1410,92833710045
46,7285354579761;268,568343187661
82,0495261765061;13453,3663337587
67,0279637175245;4370,02654128513
37,3044375358707;286,963409498898
14,5286046163843;17,8422522475817
43,924557308726;330,300844375554
18,67586781774;18,9752015081817
40,3621158651032;246,757881753248
22,6471532878867;44,6062212046454
61,8295878828054;961,239307663726
85,1153428572082;31436,4082561314
4,68696862338242;5,59955484024602
1,90479175319662;5,63390419469215
90,6748185049574;11886,3234023825
44,8839837629588;424,503802864629
65,9957506723363;1017,19301403961
37,5759022074368;167,402716298503
32,499846303201;38,7474186807264
34,8564393102836;33,0413490440827
80,2031745390561;7347,19648208448
74,2271277778327;2532,02514112855
17,4046393506231;18,9917577683044
62,0416945728075;696,146158046523
24,8506203379722;19,9432227819318
70,0256349660889;1106,28947574139
33,4615884711655;40,8668700351336
43,1036435400132;147,375252850137
14,1574219228237;5,77775455432953
84,5062388166121;18778,0863228582
60,3336737987126;1220,63422606571
63,0994972888033;1847,70324828926
82,1567962817732;22622,51475911
90,7698753110969;31522,2007663449
79,5233866908916;3268,86587651938
79,3471153370778;7135,68885114286
0,420039943749117;2,60851463910343
64,4019371443215;1336,53623113302
98,6044916766707;93876,8426924558
83,248009944051;4625,97249932158
52,0067014724379;450,091438988198
53,7613745672731;256,865928362844
79,6434601389247;10635,1659877865
0,948743134908935;4,27991630604594
75,5031585846908;6671,41512520189
15,3876748166815;27,3542501616173
9,21579787240808;9,87259428900195
89,4625933784074;20533,9341458122
78,5891647804115;3845,78381527521
53,8611718967143;222,798020556784
49,2440974905757;245,868914694255
93,5864043019756;73550,7020004296
23,5033664520642;59,6113679577328
63,0653119139242;1234,42305403088
60,6356599300585;2765,82233220347
23,6404956143709;77,5381390012971
41,6109109103459;70,2480365303944
1,00214614167203;7,35587487356775
3,15200304817621;6,04472073062848
29,7773785654127;19,6873533490195
4,4573726570337;2,87466918786762
58,05795303975;1435,80120897444
93,4289694300535;24531,2427527293
14,4876539255103;5,48907601723102
94,2374932775532;44696,523310583
89,2730420830807;26100,3486134352
80,8047459318593;3710,69182263521
27,6374732699821;17,9370834173788
88,6879631903255;8143,92293484671
95,9395317327731;30464,9196753127
6,40249550139442;3,43607831410388
64,199683442561;780,925521350337
74,7891806983503;3352,97231635573
35,8733336788554;242,341732853248
38,4223978717744;247,997693028606
63,7079331865933;1484,87661506993
71,6744946885356;5708,03749743824
70,994903086053;6099,9398073746
58,4199145731417;1621,8135285677
29,2254018990578;50,889181468563
76,9670799419802;6028,4332875735
57,283689839659;575,717154114477
95,4183090829382;75562,3784547216
47,9362856116391;174,408680058966
77,1870477064262;3652,97205382439
89,767864246099;8250,79244341562
56,0288006706035;506,531359365128
44,6713357930312;131,273388500036
54,3119066027409;1461,34885573692
20,2325972571424;27,7876011887516
86,3150523261018;30906,5873093618
86,4738800917356;8545,43111197205
7,45116865457281;2,26235314576379
81,9077996685453;7238,49757993447
2,94681187095085;2,4613962459917
75,9367667417567;9895,14567591194
34,3841032206143;152,809032285678
