x;y
39,6805124403682;30,2274481656252
99,8134370829532;51,2196935856658
38,5588241465462;97,0748055519158
32,6339539188848;85,2511170685138
88,5613218499564;47,4505260263906
62,1548762954891;76,5816725506528
52,019334431853;2,04743372534574
11,1000661537092;41,5579876895208
74,2342285848523;31,8780540687991
77,747974796028;57,6337401070067
45,8723183887579;51,771649469622
5,37875276714996;1,42176209521504
55,0571304726168;90,9095491460072
83,6466027569018;13,2494735069683
97,131303500599;2,10038296568764
15,7689779876886;72,0033742698117
99,166449727302;92,2591564176605
37,5295813174011;98,2977534734388
80,3505983749889;49,425735963825
2,62521146109377;34,5368566425058
55,4655328386073;55,0204451486888
17,3717277424065;63,9597490345366
64,7487812631849;24,077048170571
34,238209848777;7,09993615597825
11,9739725006042;45,8560326694942
13,4804855402901;12,8540674658464
69,315292703184;31,9572652878823
55,4495174815194;92,9543710582099
42,9863686684155;54,2828107332122
62,330640305244;39,4440011011717
38,0821384793997;43,4503235241779
92,7239619810399;93,7473033634761
61,4698796242496;83,6952962046738
42,9896190829512;42,7575632864757
78,7345119005738;41,8909642115433
54,7046665035417;44,3243468625256
34,2865771269786;48,2402047519239
70,8056261475112;72,1186024948083
42,1106852445215;75,1554490224815
81,4521276612279;84,0625233955563
18,5149248248946;71,3569123586983
14,9130784134236;52,7046602357229
24,3721805000639;37,4277233762962
13,9091026434569;66,3731937824495
55,814193905422;68,3550758823771
37,9515055166769;84,1615202899293
44,1389229865231;75,6587855798155
12,8587784608521;57,4481371505021
4,68573395983362;36,1329062167007
81,1396529926523;43,5027685324974
13,8125959270762;63,009373812168
60,8295957165189;70,8108760123858
76,9870814450719;2,12774995949658
28,1840006168253;10,1295202068298
88,4146288732201;63,3285259298361
50,3499984090851;15,5813658586452
8,84565199122064;26,3379321601484
72,8134406094285;88,4227201780063
5,59167705076049;47,9813509036725
35,0620517524093;60,3307845035456
39,6542347977743;45,4094773770566
36,9201175549437;28,115623806878
71,2228275047549;34,3242154475027
58,7246269021172;8,07037609714885
70,1668125032783;64,8762269222239
73,2594727741679;21,3620602320779
33,3588600591306;44,0046657439582
84,1121044312466;5,12515352728869
9,9176706744869;57,59460629524
32,8586760812141;10,8519746407091
95,116935606178;24,2315628991022
77,2494448322416;1,62216725076951
89,282514602809;69,9874568816681
5,24370777043607;70,0114296183286
6,48007437059719;4,74042834885311
8,48792155743658;33,2993769058955
8,76044634305744;71,365674090337
2,93938115732543;88,6851386245564
79,1103298222704;2,30735917601036
84,1826798505698;53,3870938664985
52,6264019668225;46,2551822464142
39,6460018964383;70,0436955816861
19,9099400983878;0,303381675326179
76,5512705130657;37,988468466796
85,0586634521342;21,0831507966055
7,77571233480023;80,3829202576111
61,8183077649475;63,0772444477202
56,0157240403873;53,3672453083349
0,81877162437295;63,6893472035637
72,9455747496699;11,4771014158392
11,8471234395189;56,1772827602804
77,2553377869227;36,4806246103018
87,0367255285097;8,21101740985853
73,2851410895444;72,9276424172844
44,6545549296109;37,1624640977397
65,5791029122744;44,2661022943287
38,731493048799;13,6622690448992
11,4866658945838;28,924352557645
54,485383818024;57,7976808588328
56,7140708928638;64,5751356106253
