x1;x2;y
39,6805124403682;9,80926216938827;17,7402379931106
99,8134370829532;83,0972040915021;34,9165277605015
38,5588241465462;60,8125986112427;25,4153966124459
32,6339539188848;51,7779100044455;23,7172153128833
88,5613218499564;41,1090126698497;29,7651163312665
62,1548762954891;13,1647434065533;20,54267376841
52,019334431853;26,4067830390044;25,677049222099
11,1000661537092;10,8897921073357;19,5601344720508
74,2342285848523;65,8863439245649;31,2830891380413
77,747974796028;44,9999805392728;26,0776704440071
45,8723183887579;88,2071751993614;29,0573460894781
5,37875276714996;88,5237189751668;23,0081126573255
55,0571304726168;42,3289857780375;21,7862210709733
83,6466027569018;35,8150966167985;31,5652271361406
97,131303500599;7,41086881394792;28,7463494193531
15,7689779876886;70,6456916804239;27,1743187478873
99,166449727302;51,3116294365773;27,0268192150786
37,5295813174011;37,7483320317188;24,6134292089747
80,3505983749889;3,82153945667407;20,8057190905981
2,62521146109377;51,3237904086099;12,0078745531499
55,4655328386073;35,3943047162836;29,4740207511235
17,3717277424065;47,466044108019;17,217873022155
64,7487812631849;67,8278847262274;32,2020946000333
34,238209848777;3,89637048763651;18,9749903425091
11,9739725006042;64,2237701454582;25,8611450459813
13,4804855402901;11,8728043090883;21,6539898593713
69,315292703184;42,1300726790299;30,1695232268962
55,4495174815194;16,4205715306004;23,9063817414939
42,9863686684155;44,4300629737038;27,7901411176821
62,330640305244;63,1156134722407;25,997399765737
38,0821384793997;39,5267459006486;25,3289688716478
92,7239619810399;18,6794606357792;24,2950177960371
61,4698796242496;58,4054905632674;31,6117449573342
42,9896190829512;69,2981398561103;28,2859879405399
78,7345119005738;0,036925125845262;26,3324166468167
54,7046665035417;68,7293084931637;28,2204882860561
34,2865771269786;39,2567178558839;19,3111234067342
70,8056261475112;74,4239012297555;29,7039461474257
42,1106852445215;0,921725248748309;19,5275557734632
81,4521276612279;89,4766944987841;33,809585319641
18,5149248248946;94,2010180862937;27,385332450332
14,9130784134236;96,9985523409447;30,9104128141124
24,3721805000639;37,8358170466492;25,6045524198919
13,9091026434569;42,1929851016442;18,4509623219913
55,814193905422;51,0252118702839;25,5531877931319
37,9515055166769;55,6908042303729;24,7538495487645
44,1389229865231;90,1422705299759;28,4480007834934
12,8587784608521;79,7379887363686;24,9833364525523
4,68573395983362;48,0990490736787;16,7038328742343
81,1396529926523;77,9061286148239;29,6674042929621
13,8125959270762;25,7068209204178;21,294612956606
60,8295957165189;98,8742535431124;32,6612570033385
76,9870814450719;62,2815421227126;30,0549433144178
28,1840006168253;56,9629478805784;21,4772059032795
88,4146288732201;80,7887988946306;27,810952031155
50,3499984090851;77,1076126686878;31,6424936072585
8,84565199122064;41,0247836659358;18,3778794156834
72,8134406094285;15,1427624023212;20,9839994106953
5,59167705076049;1,56801238564198;10,0139677811632
35,0620517524093;40,4970899694884;26,1540810407422
39,6542347977743;80,6127591821649;31,933356235095
36,9201175549437;17,8969682241951;23,2672827075179
71,2228275047549;62,7793109503206;34,5451908710671
58,7246269021172;53,7078482157536;27,3037731795446
70,1668125032783;49,4545687949229;31,5854310467031
73,2594727741679;71,2141435756397;29,6500190257645
33,3588600591306;44,5937725574383;20,1105825671717
84,1121044312466;35,2081859619738;29,3554214419268
9,9176706744869;53,5671208501026;18,290780617265
32,8586760812141;75,7237274309198;29,729265105222
95,116935606178;25,2740789495986;30,0386627948511
77,2494448322416;76,249214698984;34,5865338952922
89,282514602809;90,4325292068448;34,8780096314922
5,24370777043607;36,266975570689;16,5996224420509
6,48007437059719;27,2078404645928;15,5462541615828
8,48792155743658;48,5460071630061;15,9867999973302
8,76044634305744;79,4636795742513;23,3834391655429
2,93938115732543;84,9862124758117;22,5084397856868
79,1103298222704;92,1539607277002;32,5031354581934
84,1826798505698;46,015782824712;31,4140748984167
52,6264019668225;49,5993486690028;27,6525325788439
39,6460018964383;50,6001935548097;25,8735240297784
19,9099400983878;58,6408114753269;19,326477105112
76,5512705130657;66,3278947428535;32,443567229129
85,0586634521342;25,8774810390938;23,8472809500949
7,77571233480023;48,579764817254;21,1955529158751
61,8183077649475;55,7637903016997;31,0910639829582
56,0157240403873;73,7437503766815;32,9276444049069
0,81877162437295;53,5429993631978;9,00195222001984
72,9455747496699;52,5705439748605;26,7788101241102
11,8471234395189;51,0976245595158;23,2591367501812
77,2553377869227;21,8525810304043;25,8998848859951
87,0367255285097;81,6338845180845;33,8537928252451
73,2851410895444;54,5113135550538;32,0378169718564
44,6545549296109;14,9618324970915;23,8497091389206
65,5791029122744;86,1902231478966;29,932812827893
38,731493048799;93,4516941467844;31,331482312259
11,4866658945838;11,5724481242165;15,1379020262805
54,485383818024;64,9483190791122;27,274583324214
56,7140708928638;35,285533918004;27,1747782070258
