size;centrality;clicks per user
0,40349756663299;0,364736608312606;7,14668302239887
6,03074410305184;0,749820568740845;30,9409488317214
7,0382210501162;0,044854767110862;23,5584528440249
2,27128678575247;0,746528587188775;22,9727442220764
3,35596502003696;0,982500243856029;27,1945138277485
8,84182210739788;0,541664187878908;34,2556291958238
1,71193498158502;0,527940247834099;15,7473302115764
8,26398368685841;0,001913026600981;20,9904255594295
9,49759344896085;0,109666017253727;29,9662587395591
6,94527296569199;0,3062408154543;30,9577537932883
1,97763968648863;0,992677036158932;22,1011128319026
8,03794472781641;0,600820753083322;39,6011149438848
8,70971195896486;0,972262116257773;41,7799046765415
9,71785027783496;0,97937710073674;46,2705447085637
7,39018977802107;0,207874981442107;30,8296377993651
8,89096523044416;0,076205242651795;26,872605025803
0,677940914570951;0,47505003183564;12,1455262350174
0,669828916386081;0,243242003768697;7,81483861332977
5,52940756143984;0,035052543788475;20,5032266213386
5,87987664813488;0,519971638711988;28,8964529970415
4,63664053939946;0,036225629299312;15,9775401008336
9,07511467485497;0,647155196284595;44,9913888823989
5,1477920126946;0,141630513631204;15,4308938285639
5,31821696938189;0,107252501027038;15,0132291292766
8,54132333298778;0,68068094189707;42,8099408375007
9,20784035019219;0,322617995665487;37,9136234882001
6,20299854442028;0,258941105131163;19,9002904848175
6,09871011924282;0,438068864888032;28,4647879288844
0,790874852788595;0,815994070559556;14,0981836123802
7,95118080292057;0,474638798945275;33,081568508409
2,41362445800335;0,351919643888189;15,4034699916156
4,65528629048309;0,974614314300032;37,5863779783729
8,76370573481141;0,972945431556958;47,7522998587791
1,56613738600485;0,383561174777554;8,08209798118686
6,08611595820541;0,061011292647217;17,3233636096922
0,079460245604162;0,978979736324197;15,2597478282125
6,64574768417255;0,753522950376445;36,152586776284
7,67800663493878;0,570942410107429;34,5586282904365
3,70128758498303;0,769110242703073;30,0139389128491
0,71298512289965;0,690726158389944;19,2957900692574
1,09710400636186;0,317732046522083;10,7133006581227
1,54631272891499;0,868447534984459;26,9250177578432
0,903561107795766;0,998561367294954;19,7157962568688
2,25923905303298;0,319747425125195;10,060646463198
0,617214784152729;0,705543847022605;18,4276699823649
2,04808647408124;0,941699070541903;25,5733042669585
7,94842236359569;0,899887069156141;37,8295896136424
9,5817393718474;0,305693469199467;39,1207486731869
2,11054892264286;0,224174922381887;9,03524912313693
3,90825149837933;0,134201297412789;12,5400531497232
9,24726090392485;0,58265122825491;39,1310268042553
7,80025249384631;0,255464575976752;27,4384081176616
5,82616505903862;0,420790454742136;28,5718732341456
2,18159307857533;0,202975160385396;12,3556111552909
3,01911488572857;0,524049727948668;16,6185147318869
